league,season,team,player,nation,pos,age,born,partidos,titularidades,minutos,noventa_min,goles,asistencias,g_a,goles_sin_penal,penales,penales_int,amarillas,rojas,goles_90,asistencias_90,g_a_90,goles_sin_penal_90,g_a_sin_penal_90
ESP-La Liga,2526,Atlético Madrid,Clément Lenglet,FRA,DF,30,1995,18,16,1301,14.5,0,1,1,0,0,0,6,1,0.0,0.07,0.07,0.0,0.07
ESP-La Liga,2526,Atlético Madrid,Conor Gallagher,ENG,MF,26,2000,19,4,679,7.5,2,0,2,2,0,0,2,0,0.27,0.0,0.27,0.27,0.27
ESP-La Liga,2526,Atlético Madrid,Daniel Martinez,ESP,DF,22,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Dávid Hancko,SVK,DF,28,1997,29,26,2387,26.5,0,2,2,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
ESP-La Liga,2526,Atlético Madrid,Giacomo Raspadori,ITA,FW,26,2000,12,1,236,2.6,0,1,1,0,0,0,1,0,0.0,0.38,0.38,0.0,0.38
ESP-La Liga,2526,Atlético Madrid,Giuliano Simeone,ARG,MF,23,2002,30,24,2054,22.8,4,6,10,4,0,0,1,0,0.18,0.26,0.44,0.18,0.44
ESP-La Liga,2526,Atlético Madrid,Iker Luque,ESP,DF,20,2005,1,0,28,0.3,1,0,1,1,0,0,0,0,3.21,0.0,3.21,3.21,3.21
ESP-La Liga,2526,Atlético Madrid,Jan Oblak,SVN,GK,33,1993,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Jano Monserrate,ESP,MF,20,2006,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Javi Galán,ESP,DF,31,1994,5,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Javi Morcillo,ESP,MF,20,2006,4,1,142,1.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Javier Boñar,ESP,DF,20,2005,3,3,269,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
ESP-La Liga,2526,Atlético Madrid,Johnny Cardoso,USA,MF,24,2001,15,12,887,9.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,José María Giménez,URU,DF,31,1995,16,13,1178,13.1,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08
ESP-La Liga,2526,Atlético Madrid,Juan Musso,ARG,GK,32,1994,7,7,630,7.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Julio Diaz,ESP,DF,21,2005,4,4,310,3.4,0,1,1,0,0,0,2,0,0.0,0.29,0.29,0.0,0.29
ESP-La Liga,2526,Atlético Madrid,Julián Álvarez,ARG,FW,26,2000,29,22,1895,21.1,8,4,12,6,2,3,2,0,0.38,0.19,0.57,0.28,0.47
ESP-La Liga,2526,Atlético Madrid,Koke,ESP,MF,34,1992,33,23,2129,23.7,2,2,4,2,0,0,6,0,0.08,0.08,0.17,0.08,0.17
ESP-La Liga,2526,Atlético Madrid,Marc Pubill,ESP,DF,22,2003,18,14,1336,14.8,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07
ESP-La Liga,2526,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",31,1995,28,24,2091,23.2,0,4,4,0,0,0,7,1,0.0,0.17,0.17,0.0,0.17
ESP-La Liga,2526,Atlético Madrid,Matteo Ruggeri,ITA,DF,23,2002,25,20,1729,19.2,0,3,3,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16
ESP-La Liga,2526,Atlético Madrid,Miguel Cubo,ESP,FW,18,2008,2,0,50,0.6,1,0,1,1,0,0,0,0,1.8,0.0,1.8,1.8,1.8
ESP-La Liga,2526,Atlético Madrid,Nahuel Molina,ARG,"DF,MF",28,1998,26,13,1331,14.8,2,2,4,2,0,0,4,0,0.14,0.14,0.27,0.14,0.27
ESP-La Liga,2526,Atlético Madrid,Nicolás González,ARG,"MF,DF",28,1998,24,18,1448,16.1,5,0,5,5,0,0,4,1,0.31,0.0,0.31,0.31,0.31
ESP-La Liga,2526,Atlético Madrid,Obed Vargas,MEX,MF,20,2005,11,7,650,7.2,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14
ESP-La Liga,2526,Atlético Madrid,Pablo Barrios,ESP,MF,22,2003,23,20,1661,18.5,1,1,2,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11
ESP-La Liga,2526,Atlético Madrid,Rayane Belaid,ESP,"MF,FW",21,2005,2,2,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Robin Le Normand,ESP,DF,29,1996,28,17,1789,19.9,1,1,2,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1
ESP-La Liga,2526,Atlético Madrid,Rodrigo Mendoza,ESP,MF,21,2005,8,8,434,4.8,0,1,1,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21
ESP-La Liga,2526,Atlético Madrid,Taufik Seidu,ESP,MF,18,2008,1,0,23,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Atlético Madrid,Thiago Almada,ARG,"MF,FW",25,2001,27,16,1311,14.6,3,1,4,3,0,0,2,1,0.21,0.07,0.27,0.21,0.27
ESP-La Liga,2526,Barcelona,Alejandro Balde,ESP,DF,22,2003,27,20,1779,19.8,0,2,2,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1
ESP-La Liga,2526,Barcelona,Alvaro Cortes,ESP,DF,21,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Andreas Christensen,DEN,DF,30,1996,12,3,380,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Dani Olmo,ESP,MF,28,1998,32,23,2006,22.3,7,8,15,7,0,0,1,0,0.31,0.36,0.67,0.31,0.67
ESP-La Liga,2526,Barcelona,Dro Fernández,ESP,MF,18,2008,4,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Eric García,ESP,"DF,MF",25,2001,33,31,2660,29.6,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07
ESP-La Liga,2526,Barcelona,Fermin López,ESP,MF,23,2003,30,19,1797,20.0,6,9,15,6,0,0,3,0,0.3,0.45,0.75,0.3,0.75
ESP-La Liga,2526,Barcelona,Ferrán Torres,ESP,FW,26,2000,32,22,1883,20.9,16,1,17,16,0,0,2,0,0.76,0.05,0.81,0.76,0.81
ESP-La Liga,2526,Barcelona,Frenkie de Jong,NED,MF,29,1997,24,16,1607,17.9,1,5,6,1,0,0,4,1,0.06,0.28,0.34,0.06,0.34
ESP-La Liga,2526,Barcelona,Gavi,ESP,MF,21,2004,10,6,483,5.4,0,1,1,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19
ESP-La Liga,2526,Barcelona,Gerard Martín,ESP,DF,24,2002,31,25,2029,22.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Joan García,ESP,GK,25,2001,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Jofre Torrents,ESP,DF,19,2007,3,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,João Cancelo,POR,DF,31,1994,15,11,946,10.5,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38
ESP-La Liga,2526,Barcelona,Jules Koundé,FRA,DF,27,1998,30,24,2261,25.1,1,3,4,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16
ESP-La Liga,2526,Barcelona,Lamine Yamal,ESP,"MF,FW",18,2007,28,26,2262,25.1,16,11,27,13,3,4,1,0,0.64,0.44,1.07,0.52,0.95
ESP-La Liga,2526,Barcelona,Marc Bernal,ESP,MF,18,2007,21,8,708,7.9,2,1,3,2,0,0,3,0,0.25,0.13,0.38,0.25,0.38
ESP-La Liga,2526,Barcelona,Marc Casado,ESP,MF,22,2003,23,10,981,10.9,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09
ESP-La Liga,2526,Barcelona,Marcus Rashford,ENG,"MF,FW",28,1997,31,17,1673,18.6,8,7,15,8,0,0,3,0,0.43,0.38,0.81,0.43,0.81
ESP-La Liga,2526,Barcelona,Pau Cubarsí,ESP,DF,19,2007,31,31,2703,30.0,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2526,Barcelona,Pedri,ESP,MF,23,2002,29,23,2104,23.4,2,9,11,2,0,0,2,1,0.09,0.38,0.47,0.09,0.47
ESP-La Liga,2526,Barcelona,Raphinha,BRA,"MF,FW",29,1996,22,18,1380,15.3,13,3,16,10,3,3,5,0,0.85,0.2,1.04,0.65,0.85
ESP-La Liga,2526,Barcelona,Robert Lewandowski,POL,FW,37,1988,30,16,1574,17.5,13,2,15,12,1,3,2,0,0.74,0.11,0.86,0.69,0.8
ESP-La Liga,2526,Barcelona,Ronald Araújo,URU,DF,27,1999,23,10,1026,11.4,3,0,3,3,0,0,2,0,0.26,0.0,0.26,0.26,0.26
ESP-La Liga,2526,Barcelona,Roony Bardghji,SWE,"MF,FW",20,2005,21,7,648,7.2,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28
ESP-La Liga,2526,Barcelona,Tomas Marques,ESP,MF,19,2006,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Toni Fernández,ESP,FW,17,2008,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Wojciech Szczęsny,POL,GK,36,1990,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Barcelona,Xavi Espart,ESP,DF,18,2007,3,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Andrés Antañón,ESP,FW,19,2007,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Borja Iglesias,ESP,FW,33,1993,34,20,1827,20.3,14,2,16,10,4,4,7,0,0.69,0.1,0.79,0.49,0.59
ESP-La Liga,2526,Celta Vigo,Bryan Zaragoza,ESP,"FW,MF",24,2001,19,13,1131,12.6,1,1,2,0,1,1,1,0,0.08,0.08,0.16,0.0,0.08
ESP-La Liga,2526,Celta Vigo,Carl Starfelt,SWE,DF,30,1995,19,17,1491,16.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Carlos Dominguez,ESP,DF,25,2001,8,6,610,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Damián Rodríguez,ESP,MF,23,2003,2,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Fer López,ESP,"MF,FW",21,2004,16,12,1097,12.2,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ESP-La Liga,2526,Celta Vigo,Ferran Jutglà,ESP,FW,27,1999,29,21,1627,18.1,9,3,12,9,0,0,4,0,0.5,0.17,0.66,0.5,0.66
ESP-La Liga,2526,Celta Vigo,Fran Beltrán,ESP,MF,27,1999,10,7,528,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Hugo García,ESP,MF,19,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Hugo González,ESP,FW,23,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Hugo Sotelo,ESP,MF,22,2003,20,16,1338,14.9,0,2,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13
ESP-La Liga,2526,Celta Vigo,Hugo Álvarez,ESP,"FW,MF",22,2003,27,15,1314,14.6,4,2,6,4,0,0,2,0,0.27,0.14,0.41,0.27,0.41
ESP-La Liga,2526,Celta Vigo,Iago Aspas,ESP,"FW,MF",38,1987,31,10,1075,11.9,5,3,8,3,2,2,4,0,0.42,0.25,0.67,0.25,0.5
ESP-La Liga,2526,Celta Vigo,Ilaix Moriba,GUI,MF,23,2003,35,25,2405,26.7,1,3,4,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15
ESP-La Liga,2526,Celta Vigo,Ionuț Radu,ROU,GK,28,1997,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Javi Rodríguez,ESP,DF,22,2003,32,27,2468,27.4,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2526,Celta Vigo,Javi Rueda,ESP,MF,24,2002,25,15,1315,14.6,2,6,8,2,0,0,6,0,0.14,0.41,0.55,0.14,0.55
ESP-La Liga,2526,Celta Vigo,Jones El-Abdellaoui,MAR,"MF,FW",20,2006,22,4,681,7.6,2,0,2,2,0,0,0,0,0.26,0.0,0.26,0.26,0.26
ESP-La Liga,2526,Celta Vigo,Joseph Aidoo,GHA,DF,30,1995,8,7,639,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Manu Fernández,ESP,DF,25,2001,14,9,758,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Marcos Alonso,ESP,DF,35,1990,31,30,2678,29.8,1,0,1,0,1,1,5,0,0.03,0.0,0.03,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Matías Vecino,URU,MF,34,1991,5,2,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Miguel Román,ESP,MF,23,2002,19,14,1311,14.6,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07
ESP-La Liga,2526,Celta Vigo,Mihailo Ristić,SRB,"MF,DF",30,1995,5,4,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Pablo Durán,ESP,"FW,MF",24,2001,29,17,1408,15.6,2,2,4,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26
ESP-La Liga,2526,Celta Vigo,Sergio Carreira,ESP,MF,25,2000,33,28,2604,28.9,2,1,3,2,0,0,2,0,0.07,0.03,0.1,0.07,0.1
ESP-La Liga,2526,Celta Vigo,Williot Swedberg,SWE,"FW,MF",22,2004,28,12,1206,13.4,5,5,10,5,0,0,2,0,0.37,0.37,0.75,0.37,0.75
ESP-La Liga,2526,Celta Vigo,Yoel Lago,ESP,DF,22,2004,11,10,848,9.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Álvaro Núñez,ESP,"DF,MF",25,2000,6,5,328,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Celta Vigo,Óscar Mingueza,ESP,MF,27,1999,33,21,1967,21.9,1,4,5,1,0,0,4,0,0.05,0.18,0.23,0.05,0.23
ESP-La Liga,2526,Elche,Adam Boayar,MAR,MF,20,2005,7,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0.0,0.87,0.87,0.87
ESP-La Liga,2526,Elche,Adrià Pedrosa,ESP,"DF,MF",28,1998,25,8,1074,11.9,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
ESP-La Liga,2526,Elche,Aleix Febas,ESP,MF,30,1996,35,35,3077,34.2,2,2,4,2,0,0,10,0,0.06,0.06,0.12,0.06,0.12
ESP-La Liga,2526,Elche,Ali Houary,MAR,MF,20,2005,2,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,André Silva,POR,FW,30,1995,30,22,1833,20.4,10,0,10,7,3,3,3,0,0.49,0.0,0.49,0.34,0.34
ESP-La Liga,2526,Elche,Bambo Diaby,SEN,DF,28,1997,4,1,102,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Buba Sangaré,ESP,"DF,MF",18,2007,11,7,493,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,David Affengruber,AUT,DF,25,2001,35,32,2859,31.8,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06
ESP-La Liga,2526,Elche,Federico Redondo,ARG,MF,23,2003,11,1,179,2.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Germán Valera,ESP,"MF,DF",24,2002,35,32,2768,30.8,4,5,9,4,0,0,3,1,0.13,0.16,0.29,0.13,0.29
ESP-La Liga,2526,Elche,Gonzalo Villar,ESP,MF,28,1998,11,7,644,7.2,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14
ESP-La Liga,2526,Elche,Grady Diangana,COD,"MF,FW",28,1998,20,13,926,10.3,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1
ESP-La Liga,2526,Elche,Héctor Fort,ESP,"DF,MF",19,2006,13,7,475,5.3,2,2,4,2,0,0,0,0,0.38,0.38,0.76,0.38,0.76
ESP-La Liga,2526,Elche,Iñaki Peña,ESP,GK,27,1999,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Jairo Izquierdo,ESP,"DF,FW",32,1993,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,John Donald,ESP,"DF,MF",25,2000,20,6,620,6.9,1,0,1,1,0,0,3,0,0.15,0.0,0.15,0.15,0.15
ESP-La Liga,2526,Elche,Josan,ESP,"MF,DF",36,1989,19,4,565,6.3,0,3,3,0,0,0,2,0,0.0,0.48,0.48,0.0,0.48
ESP-La Liga,2526,Elche,Lucas Cepeda,CHI,MF,23,2002,10,4,402,4.5,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22
ESP-La Liga,2526,Elche,Léo Pétrot,FRA,DF,29,1997,31,18,1571,17.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Marc Aguado,ESP,MF,26,2000,34,29,2410,26.8,1,2,3,1,0,0,2,0,0.04,0.07,0.11,0.04,0.11
ESP-La Liga,2526,Elche,Martim Neto,POR,MF,23,2003,25,15,1347,15.0,2,5,7,2,0,0,3,0,0.13,0.33,0.47,0.13,0.47
ESP-La Liga,2526,Elche,Matías Dituro,ARG,GK,39,1987,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Mourad El Ghezouani,MAR,FW,27,1998,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Pedro Bigas,ESP,DF,35,1990,27,24,1973,21.9,1,2,3,1,0,0,5,1,0.05,0.09,0.14,0.05,0.14
ESP-La Liga,2526,Elche,Rafa Mir,ESP,"FW,MF",28,1997,27,21,1803,20.0,8,0,8,7,1,2,4,0,0.4,0.0,0.4,0.35,0.35
ESP-La Liga,2526,Elche,Rodrigo Mendoza,ESP,"MF,FW",21,2005,16,6,794,8.8,1,0,1,1,0,0,4,0,0.11,0.0,0.11,0.11,0.11
ESP-La Liga,2526,Elche,Tete Morente,ESP,MF,29,1996,12,10,839,9.3,1,1,2,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21
ESP-La Liga,2526,Elche,Víctor Chust,ESP,DF,26,2000,30,21,2076,23.1,1,0,1,1,0,0,9,1,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2526,Elche,Yago Santiago,ESP,MF,23,2003,9,3,281,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Elche,Álex Sánchez,ESP,FW,20,2006,1,0,6,0.1,0,1,1,0,0,0,0,0,0.0,15.0,15.0,0.0,15.0
ESP-La Liga,2526,Elche,Álvaro Núñez,ESP,"DF,MF",25,2000,19,19,1647,18.3,0,2,2,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ESP-La Liga,2526,Elche,Álvaro Rodríguez,URU,FW,21,2004,33,23,2127,23.6,6,5,11,6,0,0,2,0,0.25,0.21,0.47,0.25,0.47
ESP-La Liga,2526,Espanyol,Antoniu,ESP,MF,23,2002,12,2,244,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Espanyol,Carlos Romero,ESP,DF,24,2001,35,35,3101,34.5,6,3,9,6,0,0,4,0,0.17,0.09,0.26,0.17,0.26
ESP-La Liga,2526,Espanyol,Charles Pickel,COD,MF,29,1997,24,4,707,7.9,1,0,1,1,0,0,4,2,0.13,0.0,0.13,0.13,0.13
ESP-La Liga,2526,Espanyol,Clemens Riedel,GER,DF,22,2003,20,16,1396,15.5,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2526,Espanyol,Cyril Ngonge,BEL,MF,25,2000,9,6,424,4.7,0,2,2,0,0,0,4,0,0.0,0.42,0.42,0.0,0.42
ESP-La Liga,2526,Espanyol,Edu Expósito,ESP,MF,29,1996,35,31,2433,27.0,1,6,7,1,0,0,9,0,0.04,0.22,0.26,0.04,0.26
ESP-La Liga,2526,Espanyol,Fernando Calero,ESP,DF,30,1995,27,23,2058,22.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Espanyol,Javi Puado,ESP,"MF,FW",27,1998,10,8,674,7.5,2,0,2,1,1,2,2,0,0.27,0.0,0.27,0.13,0.13
ESP-La Liga,2526,Espanyol,Jofre,ESP,MF,24,2001,25,8,859,9.5,1,0,1,1,0,0,1,0,0.1,0.0,0.1,0.1,0.1
ESP-La Liga,2526,Espanyol,José Salinas,ESP,DF,25,2000,11,2,257,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Espanyol,Kiké,ESP,FW,36,1989,36,17,1710,19.0,8,1,9,7,1,2,3,0,0.42,0.05,0.47,0.37,0.42
ESP-La Liga,2526,Espanyol,Leandro Cabrera,URU,DF,34,1991,36,36,3240,36.0,3,0,3,3,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ESP-La Liga,2526,Espanyol,Luca Koleosho,ITA,MF,21,2004,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Espanyol,Marko Dmitrović,SRB,GK,34,1992,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Espanyol,Miguel Ángel Rubio,ESP,DF,28,1998,12,1,206,2.3,1,0,1,1,0,0,0,0,0.44,0.0,0.44,0.44,0.44
ESP-La Liga,2526,Espanyol,Omar El Hilali,MAR,DF,22,2003,35,32,2814,31.3,0,2,2,0,0,0,9,0,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2526,Espanyol,Pere Milla,ESP,"MF,FW",33,1992,32,24,1928,21.4,7,0,7,7,0,0,6,1,0.33,0.0,0.33,0.33,0.33
ESP-La Liga,2526,Espanyol,Pol Lozano,ESP,MF,26,1999,33,28,2157,24.0,2,1,3,2,0,0,12,1,0.08,0.04,0.13,0.08,0.13
ESP-La Liga,2526,Espanyol,Ramón Terrats,ESP,MF,25,2000,28,11,985,10.9,1,2,3,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27
ESP-La Liga,2526,Espanyol,Roberto Férnandez,ESP,FW,23,2002,37,24,2316,25.7,6,3,9,5,1,1,3,0,0.23,0.12,0.35,0.19,0.31
ESP-La Liga,2526,Espanyol,Rubén,ESP,"DF,MF",25,2001,20,7,734,8.2,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12
ESP-La Liga,2526,Espanyol,Tyrhys Dolan,ENG,MF,24,2001,35,28,2370,26.3,2,5,7,2,0,0,7,1,0.08,0.19,0.27,0.08,0.27
ESP-La Liga,2526,Espanyol,Urko González,ESP,MF,25,2001,34,27,2533,28.1,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2526,Getafe,Abdel Abqar,MAR,DF,27,1999,22,16,1347,15.0,0,2,2,0,0,0,10,1,0.0,0.13,0.13,0.0,0.13
ESP-La Liga,2526,Getafe,Abu Kamara,ENG,MF,22,2003,12,1,256,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Adrián Liso,ESP,"FW,MF",21,2005,27,20,1621,18.0,3,0,3,3,0,0,5,1,0.17,0.0,0.17,0.17,0.17
ESP-La Liga,2526,Getafe,Alejandro Mestanza,ESP,MF,21,2004,3,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Alex Sola,ESP,"DF,FW",26,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Allan Nyom,CMR,DF,38,1988,14,6,433,4.8,0,1,1,0,0,0,6,1,0.0,0.21,0.21,0.0,0.21
ESP-La Liga,2526,Getafe,Borja Mayoral,ESP,FW,29,1997,16,12,1058,11.8,4,1,5,4,0,1,0,0,0.34,0.09,0.43,0.34,0.43
ESP-La Liga,2526,Getafe,Christantus Uche,NGA,FW,23,2003,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67
ESP-La Liga,2526,Getafe,Coba da Costa,ESP,MF,23,2002,14,2,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Damián,ESP,MF,22,2003,2,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,David Soria,ESP,GK,33,1993,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Davinchi,ESP,DF,18,2007,13,7,698,7.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Diego Rico,ESP,DF,33,1993,28,18,1758,19.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Djené,TOG,"DF,MF",34,1991,34,32,2578,28.6,0,0,0,0,0,0,10,2,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2526,Getafe,Domingos Duarte,POR,DF,31,1995,33,33,2833,31.5,1,1,2,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06
